review_id,review_text,topic_number,topic_name,topic_description
1142,"I own the Echo, and love the product! So I purchased the Tap as a gift.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1143,Great sound..easy to connect..problem is.. its not voice activated..so u have to push the wake button anytime u need to use it..that means it has b close at hand...,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1144,Camera was perfect for my daughter... she's in yearbook at school and fell in love with it...,1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
1145,I literally use this thing every single day. Love it.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1146,I like it. I use it everyday and so far no cons. Im very please.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1147,With this you have someone to talk to and answers you.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1148,This speaker has great sound and is very easy to use.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1149,I purchased the Amazon Tap when it was on sale for around $80. The sound is amazing (unlike my Amazon Echo it has stereo speakers!) and the battery life is great! It has Wi-Fi and Bluetooth so you can stream from the internet or from your mobile device. Highly recommended!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1150,Fun new product. Great gift idea especially if you aren't good with technology.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1151,It's very tin sounding no bass sounds terrible bought a bose sound link and a amazon dot to hook up to it,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1152,purchased as a gift but I do have the Echo. If the echo works like the Echo it will be great.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1153,"This is one of the best products we have every purchased. Plays any songs, give directions, weather and the sound quality is EXCELLENT!",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1154,Sound quality is amazing. I really like the ability to take this on the go. Downside. I wish I didn't have to press the button to talk and to wake the product up,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1155,Love it works great a lot of fun great for listening to music,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1156,Nice portable speaker but wish the sound quality was better.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1157,Love it great speaker as long as u have access to WiFi,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1158,"Bought the echo first, and liked it so much I bought a Tap to add mobility. I carry it around all the time, to the garage, working out, etc.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1159,"I am a huge fan of the echo. That being said this is the last one I would buy. The original echo's speaker sounds much better and is hands free. The dot has great connection Bluetooth and more importantly audio out to plug into a stereo system. I bought this for the purpose of being able to carry outside around the house when working in the yard. The sound is not as robust as the original echo (not portable - no internal battery), but good enough when in the yard to at least have music.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1160,This is a great product! Would definitely recommend this item!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1161,It makes me so happy to listen all kind of their music station,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1162,Pretty good sound for the size and configuration of speaker. Easy to set up.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1163,Bought this gift for my wife and she loves it. Works as expected.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1164,What a terrific device. You can ask it anything and she has an answer. It's small enough to place anywhere so it doesn't look instructive,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1165,"This product works great as a little helper and as a great speaker for music. I purchased this for my mother in a nursing home, she loves it! It is very easy to set up and use.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1166,It works about 50% of the time when asking it a question.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1167,The Ultimate Bluetooth speaker...I have multiple Amazon Echos and a Whole Echo System set up in my house. I Love Everything Amazon...I can't stand Apple but now I know how they feel...I am a Cult Member of Amazon!!! LOL So anyway...I have been trashing this device...The Tap...because it does not have the always on feature and that is one of the things I like most about the Echo. The only flaw of the Echo is it is not portable..I tried the Triby but I did not like it...more for little kids. So on...,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1168,"The Amazon Tap is a great mobile Bluetooth speakers, if you are invested in the Amazon eco-system. The produces good sound at all levels, plays music stored in your associated cloud accounts and does everything else the Echo can do, just with mobility added to it (as opposed to the Echo that always has to be plugged into the wall to work).",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1169,Didn't want to spend $200 on the Echo for someone who's not use to using a Bluetooth speaker. Great buy and functions well.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1170,If you have Prime this is the best thing you can buy!,2,Streaming Devices,"The topic revolves around the discussion of streaming devices, focusing on their features, content availability, and user experience."
1171,"This is a fantastic little speaker with the power of Amazon Alexa. I use it to stream Spotify, Pandora andESPN Radio. Small speaker fills the Garage like a concert hall. Battery last 8 hrs and the charging stand could not be simpler to use.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1172,"I have an echo, tap and a dot. Currently my tap serves as a Bluetooth speaker for my dot - making it more like the echo, but i enjoy being able to take the tap anywhere. It has really good sound much like my echo. It also works great in the app and syncs with all my other products.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1173,Would buy the cheaper one than I bought.The echo is a better product,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1174,I like the Amazon Tap because it is portable. I have used it several times and it makes things a lot easier.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1175,We're in our 70s and and have a good time with it.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1176,This is a great addition to my expanding smart home. The speaker sounds great and alexa is very responsive.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1177,Pretty cool kids love it. Always adding things to my grocery list I didn't want.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1178,"I love this product and that you can take ""Alexa"" everywhere with you because it is a portable speaker. You can connect it to your phone when away from a WiFi building. The speaker is great, it is surrounded by cloth, which I would worry about it getting dirty. The one downside to the tap compared to the Echo Dot or the OG Echo is that Alexa is not always listening and for her to work on the Tap, you have to press the speaker button. Pretty self explanatory name. You have to ""tap"" the tap. I end...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1179,This is a great device and so much fun to use. It is so versatile in what it can and control.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1180,No issues at all... wish it were water proof. My kids and family love it.,1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
1181,"Easy set up, tons of music, easy to use. If you are looking for voice activated, this is not it.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1182,"Love that the Tap is portable. Drag it all around the house and outside. I'm not an audiophile, but I think the sound quality is very good except at the highest level. Only wish it was always listening when it is charging on the dock.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1183,"Didn't know I would like it this much, but it's wonderful. I use it mostly for streaming music from Pandora. I love that I don't have to rely on another device and connect via bluetooth like other speakers and the sound it great!",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1184,We use this speaker all the time. It's perfect. I would buy this time and time again.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1185,This gizmo is awesome for those who want the portability and cool things you can do with the Alexa world!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1186,We bought to give away at a Halloween party. We own them ourselves and they are awesome,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1187,I love this little speaker. It is small enough to carry it wherever I want to bring it yet loud enough to be heard The Alexa interface is pretty cool as well. The only issue for me is that it doesn't connect with Apple Music. This issue is easily resolved by putting Tap in Bluetooth mode and playing Apple Music through my phone to the Tap,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1188,"If you want one of the most advanced alarm clocks on the market then this is your device!It works well. Calendar functions, plays radio, most podcasts, can order Domino's. But you have to be aware that most features require to some degree Amazon Prime membership. For example Spotify will not work unless it is a premium account.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1189,"The whole family is using it. Music, Bluetooth speaker, questions, game times, sports scores. Love the portability.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1190,Lets me choose the type of music I love. Can even go to the beach with me using my sling.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1191,sound is greatdifficult to connect with hotel wifi'sseems durable,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1192,"great for listening to prime music, quick weather reports. volume adjusts quickly and gives status of battery on request.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1193,Has good sound for little speaker & good for getting information with out getting up.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1194,"If you dont need the voice activation of Alexa, or want a smaller footprint and something that you can take with you, consider the Tap. Almost all of the functionality of Alexa, but in a smaller ( and less expensive ) version.Great room filling sound with out the distortion from some of the cheaper alternatives.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1195,The Amazon Tap has great sound and plays most of my requests. Easy to use and easy to set up.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1196,So glad I purchased this productive it use it all the time,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1197,I bought this item on a whim and because it was on sale. I've been pleasantly surprised. Search sounds great for its size.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1198,Battery life is very long and the sound is surprisingly good. Alexa is not as 'smart' as the marketing would like you to think. I get a lot of 'I don't know the answer to that',0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1199,"This is a decent tag along item to go with the Echo. It does the trick as a stand alone as well if a speaker and Alexa service is all you're looking for. Only downside is, if you also own an Echo, when you push the button on the Tap to speak to Alexa, since she is always listening on the Echo, she tends to pick up your commands on the Echo as well. Be sure to place the Tap a decent distance away from the Echo. Otherwise, this does what it's intended to do.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1200,Love every aspect of the Echo. We even went and bought a Tap!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1201,"What I like is it its sound, it's portable and I use it at work. The sound fills the whole office.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1202,This is a nice item..I can set reminders get news and weather..all by the tap of a button,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1203,This is the echo you can take anywhere. Runs on battery and can connect via bluetooth when away from wifi.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1204,I would recommend it. It is fun to use and puts out good sound.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1205,Got this on sale for 100! Replaces my 500 cds! Must buy as long as you have Prime!,2,Streaming Devices,"The topic revolves around the discussion of streaming devices, focusing on their features, content availability, and user experience."
1206,"Excellent sound and fun. Very portable and easy to carry in backpack. All the features of Echo and Echo Dot but you must ""Tap"" the button before speaking.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1207,"hard to use, and does not support Guam. online instructions not clear",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1208,It's great just wish it did not need a button to work. Otherwise love it!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1209,"Works great, sound is clear and is really loud. Would recommend",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1210,This is such a great product I have two of them! Would highly recommend.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1211,The touch is a great device to control connected home products. Perfect for outside use for prime music also.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1212,"Bought this for my boyfriend, he LOVES it! He takes it on every trip we go on. It's so powerful for such a small speaker! I would definitely recommend this to anyone.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1213,I have an Amazon Echo and the Amazon Tap works wonderfully with Echo. The sound quality is great. It is easy to use and set up. It beats turning on the receiver for music. If you are looking for great and easy sound machine the Tap is it.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1214,Bought as a family gift. We use it all the time now. Very helpful and covenient,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1215,"Overall good, not great. I get tired of having to push the button to talk to her and she can't find a lot of the music I liked. Am getting some Dots to see how they will work. For price point it works.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1216,This is a awesome product. My husband and I love it.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1217,Love the sound that comes out and Alexa is very informative!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1218,"I have not had such a reliable speaker before. It is so easy to charge, and so easy to start playing songs right away. With Alexa, you can access information quicker than pulling out your phone, unlocking it, and pulling up Google.com. Love it.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1219,"Alexa works great, but the the sound quality of this speaker is terrible, your much better off with a echo dot and bose sound link mini set up.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1220,"I bought this speaker after looking at other speakers from Bose and Beats. I purchased this one because it had great sound, but also because it was cheaper than competitors and had many additional capabilities via Alexa voice control. I love the ability to walk around the house and use streaming services via voice. It's great than I can carry just the speaker and not have to rely upon a phone app to change songs, playlists, volume, etc. The Alexa voice recognition works very well--it seems to be...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1221,"I wasn't sure how we would like the tap, but I must say it has been fun talking to Alexa. I like asking her to tell me a joke, play my favorite radio station or play music. The fun continues as I add apps and Alexa expands her knowledge base.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1222,Awesome. I really enjoy using it. The portability is a plus!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1223,"Full disclosure. I own five Amazon echos including a few Dots as well as this Tap, so obviously I'm a fan of echoes. Honestly I couldn't figure out from Amazons marketing and the online review how the Tap fit in as compared to full blown Echo and the Dot. I kept thinking it was limited compared to the Echo and the Dot because you had to Tap the button to ask it question. However given that it's completely portable and runs for up to six hours on a charge it makes sense that it would wast battery...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1224,"Nice sound for the money, good highs not much lows",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1225,Great additional piece to go with Echo. If you want a additional unit you can't beat this product and the price!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1226,The product it amazing love that it turns in lights on and plays my favorite music.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1227,"Tap is a portable Amazon Echo with speakers. Great for carrying to basement or upstairs. Works like echo but not voice activated, you must ""tap"" it before talking.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1228,We have the tap and the echo. I wouldn't buy another tap. It's the voice activation that is so good. But if you don't mind having to push the button for every command then the tap is ok. But for me... only echo.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1229,"I bought this to listen to music. I do not use the Alexa feature all that much. The feature does work great, but it gets annoying having to press the button vs how on the echo you just speak. The speakers work great. I can hear the music crystal clear throughout the majority of my house while playing it. Bass is decent. I would recommend to someone.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1230,"I read all reviews about the tap so I decided to try it, I love it. The tap keeps me up to date with weather, news etc. I use it every day.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1231,"Good sound but unlike Echo, you have to press a button on the device to have it do what you want it to do. I ordered a Dot so this may solve that issue.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1232,"great device to listen to music,best blue tooth on the market today,I highly recommend it",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1233,This is awesome addition to the stationary Echo. I can take this out in the yard or garage when working outside. Great sound and long battery,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1234,"Used it as a bluetooth speaker and love how I can use Spotify with it....just say Alexa, and ask for your favorite artist.....",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1235,It's pretty cool. Integration with Amazon Music via the mobile phone interface is a little iffy which is odd given both products come from the same company.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1236,"If you already have the Amazon Echo system then the Tap is a nice addition. I use it primarily as an outdoor speaker for my patio when the weather is nice. There are Bluetooth speakers on the market with better sound quality but it does an adequate job as a speaker. The real advantage is being able to interface with the Echo system as well as item to music, news,etc. I have not used it off it's charger long enough to comment on battery life but so far a six hour session outside was no problem.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1237,I do like the portability of my Tap. You do lose some features from the Echo - like speaking to it from across the room. But i'm happy with it and it has good sound. great to take out by the pool!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1238,"I purchased a Echo for home so added a Tap for my office at work, so I can chat with Alexa at work and my main reason was for a decent BT speaker for my office. This has great sound streaming my Prime music and XM vis the XM app. Can't go wrong. Quality music and Alexa when I need some help with spelling hard word's, she getting smart. Pick one up. You have a woman to talk to when the wife is out.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1239,It's not bad for the novelty of Alexa. Might as well get the echo. Sound it not bad and I'm no audiophile. Might be good when my echo dots come in. Is it worth it? There are better Bluetooth speakers out there.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1240,Great outside speaker and alexa is really great to use.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1241,I prefer spending the extra $70 or $80 to get the echo,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1242,"Fantastic sound from such a small speaker, excellent! Not as impressed with its other potential capabilities- more difficult to set those up & get all the various apps needed to do things like get weather, order items, etc.. Wish it came with more pre installed I guess.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1243,"It takes me a few tries to figure out how to connect to internet and then change it to blue tooth when needed. Overall , once it's set up it's super easy to use. Works best if you have Spotify premium. Voice recognition is good and it improves over time. Sound quality is good. Battery is really good.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1244,Plays all my iPod music via Bluetooth. Also plays radio stations you can't get on a regular radio. Very practical and fun.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1245,"I love it hut I think I should have got the bigger one, but its entertaining",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1246,Brought this as a gift for my sister and she absolutely loves it! Great product for the price.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1247,"I was looking for just a Bluetooth speaker to add to my laptop for better sound. When I first listened to Amazon Tap I was so impressed with the sound quality.....then add in all the features it was a no brainer for a purchase! Sound quality is off the charts, Alexa learns more every day, and so do I! If you are a Prime member, this is a must! If you aren't...then you really should be!",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1248,I live in a small apartment and this fan kept the whole place cool.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1249,"I should have done some research before buying the Tap. I would have rather had the upgraded version that is voice activated. Also, I thought it would be more like Siri where you can ask anything. Alexa's answer to most questions is, ""I don't understand the question."" The Bluetooth speaker works fine.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1250,"If you want a certain level of privacy and at the same time a speech enabled assistant, then this is the product for you. The Tap only listens to your, when you push the ""button, otherwise it is deaf to its surroundings. You get the awesome power of Alexa, provided by Amazon, and no worries about anyone listening to you surreptitiously.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1251,I love using this as a speaker for my MacBook. I keep it in my office and use it daily!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1252,Love the tap. The speaker is nice. Likenit has a charging cradle it can sit on. Easy charge.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1253,This is a great piece of hardware...I love it. really good all around..,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1254,"Great sound and portablebility. Nice style, lithium battery, requires wifi and there are internet radio stations and news. Amazon has features available as well. I use mine a lot.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1255,"Amazon has been the leader in this space of voice recognition and with the AWS engine behind it, there's a lot of opportunity for development, both from the community as well as Amazon. Naturally they favor interaction with services they sell, so others will need to build links to others, but the development environment seems to support a lot of innovation already. The price of this TAP was outstanding, adding it to my existing ECHO and now considering a DOT.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1256,"Best Buy was running a sale on these and I thought I'd give it a try. I wasn't expecting much but was pleasantly surprised. I'm an Apple guy so Siri has been my ""go to"" virtual assistant. I must say that I am duly impressed with Alexa. She seems to understand me better than Siri does. All the Skills and the ability to play music by just asking is really great!The fact that this is all available in a portable device that I can take with me everywhere I go is so useful. The Tap remembers both wifi...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1257,We really enjoy our Alexa. I always have it for music. Lately we been movie times. The kids like to ask it silly questions and they can't get enough of it,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1258,"I bought one for myself and a couple as gifts, it's cute but still haven't figured out what's so great about it. I will say that it does pick up your voice throughout a huge room.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1259,It's nice and portable and works well on the go. Wished it had the option to be able to use voice commands without pushing the button.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1260,I returned it because I wanted better sound...opted for a bose soundlink. Decent speaker with nice amazon prime/Alexa features...just not the sound I was looking for.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1261,This was a gift had no plan to purchase one. But very pleased with the portability and the sound quality,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1262,Omg I am so enjoying this. Sitting around the back deck with family wishing we have music that doesn't require plugs or wires. Saw it online deals of the day read the reviews and ordered on he spot and drove a half hour drive to my closet Best Buy. Play it now everyday.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1263,The tap is a great product! Access to Alexa in a grab and go format!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1264,"I have missed my Pandora since I moved from Ft. Worth, TX to Colorado a few months ago. My nephew had the Amazon Tap and I was amazed at all the things his kids were having fun with it ( saying.. ALEXA.. tell MIMI (their Grandmother) to GO TO BED.. AND IT DID!! And the sound and quality of music coming from it. Awesome. :) I had to have one, so I went to local Best Buy and bought it. I even set it up myself (I'm 65 so was impressed with myself! LOL) but I have listened nonstop to 60s music or mu...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1265,"Amazon Tap is a great device. The device has very good audio quality despite it's small size. The biggest difference between this and the larger Amazon Echo, is that you have to press the ""microphone"" button before the device will listen to you (which is great for people who are concerned that the Echo is always listening to what you say). So far, the battery life has been great. With the Alexa app, it is very easy to connect this device to different Wi-Fi networks.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
1266,Love that it's 'interactive' as long as I'm connected to the wifi or via Bluetooth to my phone! The sound is pretty good - tends to get a little 'tinny' sounding if you turn it up too loud. But overall a good sound. I'm still trying to find Alexa's limits on what she can and can't do!!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
